checkin_id,victim_id,timestamp,channel,language,raw_text,simulated_tier,missed_checkin,response_latency_sec
CHK-0029-02,VIC-0029,2026-07-16 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,24
CHK-0029-03,VIC-0029,2026-07-22 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,23
CHK-0029-04,VIC-0029,2026-07-28 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,8
CHK-0030-00,VIC-0030,2026-07-04 00:46:25,web,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,8
CHK-0030-01,VIC-0030,2026-07-10 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,1,20
CHK-0030-02,VIC-0030,2026-07-16 00:46:25,ivrs,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,1,13
CHK-0030-03,VIC-0030,2026-07-22 00:46:25,chat,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,16
CHK-0030-04,VIC-0030,2026-07-28 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,22
CHK-0030-05,VIC-0030,2026-08-03 00:46:25,ivrs,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,12
CHK-0030-06,VIC-0030,2026-08-09 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,20
CHK-0030-07,VIC-0030,2026-08-15 00:46:25,sms,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,0,91
CHK-0030-08,VIC-0030,2026-08-21 00:46:25,web,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,0,93
CHK-0031-00,VIC-0031,2026-07-04 00:46:25,chat,en,"Things are calm today, I attended work without issues.",Low,0,17
CHK-0031-01,VIC-0031,2026-07-10 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,24
CHK-0031-02,VIC-0031,2026-07-16 00:46:25,web,en,Family is safe and doing well this week.,Low,0,22
CHK-0031-03,VIC-0031,2026-07-22 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,15
CHK-0031-04,VIC-0031,2026-07-28 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,21
CHK-0031-05,VIC-0031,2026-08-03 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,1,7
CHK-0031-06,VIC-0031,2026-08-09 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,16
CHK-0031-07,VIC-0031,2026-08-15 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,8
CHK-0031-08,VIC-0031,2026-08-21 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,20
CHK-0031-09,VIC-0031,2026-08-27 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,17
CHK-0032-00,VIC-0032,2026-07-04 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,25
CHK-0032-01,VIC-0032,2026-07-10 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,1,15
CHK-0032-02,VIC-0032,2026-07-16 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,12
CHK-0032-03,VIC-0032,2026-07-22 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,24
CHK-0032-04,VIC-0032,2026-07-28 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,22
CHK-0032-05,VIC-0032,2026-08-03 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,21
CHK-0033-00,VIC-0033,2026-07-04 00:46:25,web,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,16
CHK-0033-01,VIC-0033,2026-07-10 00:46:25,sms,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,1,10
CHK-0033-02,VIC-0033,2026-07-16 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,13
CHK-0033-03,VIC-0033,2026-07-22 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,17
CHK-0033-04,VIC-0033,2026-07-28 00:46:25,ivrs,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,8
CHK-0033-05,VIC-0033,2026-08-03 00:46:25,chat,hi,मुझे बहुत डर लग रहा है और सब तरफ से अकेलापन महसूस हो रहा है।,High,0,41
CHK-0033-06,VIC-0033,2026-08-09 00:46:25,sms,hi,मुझे बहुत डर लग रहा है और सब तरफ से अकेलापन महसूस हो रहा है।,High,1,91
CHK-0034-00,VIC-0034,2026-07-04 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,18
CHK-0034-01,VIC-0034,2026-07-10 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,19
CHK-0034-02,VIC-0034,2026-07-16 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,10
CHK-0034-03,VIC-0034,2026-07-22 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,11
CHK-0034-04,VIC-0034,2026-07-28 00:46:25,web,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,25
CHK-0034-05,VIC-0034,2026-08-03 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,17
CHK-0034-06,VIC-0034,2026-08-09 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,22
CHK-0035-00,VIC-0035,2026-07-04 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,21
CHK-0035-01,VIC-0035,2026-07-10 00:46:25,sms,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,11
CHK-0035-02,VIC-0035,2026-07-16 00:46:25,chat,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,6
CHK-0035-03,VIC-0035,2026-07-22 00:46:25,web,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,8
CHK-0035-04,VIC-0035,2026-07-28 00:46:25,web,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,24
CHK-0035-05,VIC-0035,2026-08-03 00:46:25,sms,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,15
CHK-0036-00,VIC-0036,2026-07-04 00:46:25,ivrs,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,19
CHK-0036-01,VIC-0036,2026-07-10 00:46:25,sms,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,24
CHK-0036-02,VIC-0036,2026-07-16 00:46:25,web,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,7
CHK-0036-03,VIC-0036,2026-07-22 00:46:25,sms,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,19
CHK-0036-04,VIC-0036,2026-07-28 00:46:25,ivrs,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,15
CHK-0037-00,VIC-0037,2026-07-04 00:46:25,chat,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,6
CHK-0037-01,VIC-0037,2026-07-10 00:46:25,ivrs,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,9
CHK-0037-02,VIC-0037,2026-07-16 00:46:25,chat,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,6
CHK-0037-03,VIC-0037,2026-07-22 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,17
CHK-0037-04,VIC-0037,2026-07-28 00:46:25,chat,hi,गवाही देने पर जान से मारने की सीधी धमकी मिली है।,Critical,0,65
CHK-0037-05,VIC-0037,2026-08-03 00:46:25,web,hi,"कल रात उन्होंने घर पर हमला करने की कोशिश की, जान को खतरा है।",Critical,0,42
CHK-0038-00,VIC-0038,2026-07-04 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,11
CHK-0038-01,VIC-0038,2026-07-10 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,12
CHK-0038-02,VIC-0038,2026-07-16 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,10
CHK-0038-03,VIC-0038,2026-07-22 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,19
CHK-0038-04,VIC-0038,2026-07-28 00:46:25,web,en,"They broke our window last night, I fear for our lives.",Critical,0,63
CHK-0038-05,VIC-0038,2026-08-03 00:46:25,ivrs,en,"They broke our window last night, I fear for our lives.",Critical,0,45
CHK-0039-00,VIC-0039,2026-07-04 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,17
CHK-0039-01,VIC-0039,2026-07-10 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,23
CHK-0039-02,VIC-0039,2026-07-16 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,23
CHK-0039-03,VIC-0039,2026-07-22 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,5
CHK-0039-04,VIC-0039,2026-07-28 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,25
CHK-0039-05,VIC-0039,2026-08-03 00:46:25,sms,en,Relatives of the accused were seen loitering outside our house.,High,0,63
CHK-0040-00,VIC-0040,2026-07-04 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,0,9
CHK-0040-01,VIC-0040,2026-07-10 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,1,9
CHK-0040-02,VIC-0040,2026-07-16 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,20
CHK-0040-03,VIC-0040,2026-07-22 00:46:25,chat,en,Family is safe and doing well this week.,Low,0,21
CHK-0040-04,VIC-0040,2026-07-28 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,18
CHK-0040-05,VIC-0040,2026-08-03 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,19
CHK-0041-00,VIC-0041,2026-07-04 00:46:25,chat,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,1,24
CHK-0041-01,VIC-0041,2026-07-10 00:46:25,web,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,1,21
CHK-0041-02,VIC-0041,2026-07-16 00:46:25,web,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,22
CHK-0041-03,VIC-0041,2026-07-22 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,19
CHK-0041-04,VIC-0041,2026-07-28 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,5
CHK-0041-05,VIC-0041,2026-08-03 00:46:25,sms,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,1,22
CHK-0041-06,VIC-0041,2026-08-09 00:46:25,ivrs,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,0,36
CHK-0041-07,VIC-0041,2026-08-15 00:46:25,sms,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,0,84
CHK-0042-00,VIC-0042,2026-07-04 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,9
CHK-0042-01,VIC-0042,2026-07-10 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,19
CHK-0042-02,VIC-0042,2026-07-16 00:46:25,chat,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,15
CHK-0042-03,VIC-0042,2026-07-22 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,15
CHK-0042-04,VIC-0042,2026-07-28 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,17
CHK-0042-05,VIC-0042,2026-08-03 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,11
CHK-0042-06,VIC-0042,2026-08-09 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,12
CHK-0042-07,VIC-0042,2026-08-15 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,20
CHK-0042-08,VIC-0042,2026-08-21 00:46:25,web,en,"Things are calm today, I attended work without issues.",Low,0,12
CHK-0042-09,VIC-0042,2026-08-27 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,6
CHK-0043-00,VIC-0043,2026-07-04 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,22
CHK-0043-01,VIC-0043,2026-07-10 00:46:25,chat,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,10
CHK-0043-02,VIC-0043,2026-07-16 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,12
CHK-0043-03,VIC-0043,2026-07-22 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,21
CHK-0043-04,VIC-0043,2026-07-28 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,14
CHK-0044-00,VIC-0044,2026-07-04 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,10
CHK-0044-01,VIC-0044,2026-07-10 00:46:25,web,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,8
CHK-0044-02,VIC-0044,2026-07-16 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,18
CHK-0044-03,VIC-0044,2026-07-22 00:46:25,chat,en,Family is safe and doing well this week.,Low,0,9
CHK-0044-04,VIC-0044,2026-07-28 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,1,25
CHK-0044-05,VIC-0044,2026-08-03 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,22
CHK-0044-06,VIC-0044,2026-08-09 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,15
CHK-0045-00,VIC-0045,2026-07-04 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,1,7
CHK-0045-01,VIC-0045,2026-07-10 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,1,22
CHK-0045-02,VIC-0045,2026-07-16 00:46:25,chat,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,19
CHK-0045-03,VIC-0045,2026-07-22 00:46:25,web,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,1,15
CHK-0045-04,VIC-0045,2026-07-28 00:46:25,web,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,17
CHK-0045-05,VIC-0045,2026-08-03 00:46:25,sms,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,0,74
CHK-0045-06,VIC-0045,2026-08-09 00:46:25,web,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,0,45
CHK-0046-00,VIC-0046,2026-07-04 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,1,5
CHK-0046-01,VIC-0046,2026-07-10 00:46:25,chat,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,18
CHK-0046-02,VIC-0046,2026-07-16 00:46:25,chat,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,22
CHK-0046-03,VIC-0046,2026-07-22 00:46:25,chat,en,"Things are calm today, I attended work without issues.",Low,0,12
CHK-0046-04,VIC-0046,2026-07-28 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,23
CHK-0046-05,VIC-0046,2026-08-03 00:46:25,sms,en,People in the neighborhood are avoiding talking to us.,Moderate,0,8
CHK-0046-06,VIC-0046,2026-08-09 00:46:25,web,en,"Things are calm today, I attended work without issues.",Low,0,22
CHK-0046-07,VIC-0046,2026-08-15 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,1,9
CHK-0046-08,VIC-0046,2026-08-21 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,1,5
CHK-0046-09,VIC-0046,2026-08-27 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,20
CHK-0047-00,VIC-0047,2026-07-04 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,24
CHK-0047-01,VIC-0047,2026-07-10 00:46:25,ivrs,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,11
CHK-0047-02,VIC-0047,2026-07-16 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,25
CHK-0047-03,VIC-0047,2026-07-22 00:46:25,chat,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,12
CHK-0047-04,VIC-0047,2026-07-28 00:46:25,web,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,18
CHK-0047-05,VIC-0047,2026-08-03 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,13
CHK-0048-00,VIC-0048,2026-07-04 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,23
CHK-0048-01,VIC-0048,2026-07-10 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,23
CHK-0048-02,VIC-0048,2026-07-16 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,1,19
CHK-0048-03,VIC-0048,2026-07-22 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,5
CHK-0048-04,VIC-0048,2026-07-28 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,13
CHK-0048-05,VIC-0048,2026-08-03 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,1,6
CHK-0048-06,VIC-0048,2026-08-09 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,22
CHK-0048-07,VIC-0048,2026-08-15 00:46:25,web,en,Family is safe and doing well this week.,Low,0,18
CHK-0049-00,VIC-0049,2026-07-04 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,10
CHK-0049-01,VIC-0049,2026-07-10 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,10
CHK-0049-02,VIC-0049,2026-07-16 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,22
CHK-0049-03,VIC-0049,2026-07-22 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,1,25
CHK-0049-04,VIC-0049,2026-07-28 00:46:25,web,en,Relatives of the accused were seen loitering outside our house.,High,1,87
CHK-0050-00,VIC-0050,2026-07-04 00:46:25,ivrs,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,20
CHK-0050-01,VIC-0050,2026-07-10 00:46:25,sms,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,19
CHK-0050-02,VIC-0050,2026-07-16 00:46:25,ivrs,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,15
CHK-0050-03,VIC-0050,2026-07-22 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,21
CHK-0050-04,VIC-0050,2026-07-28 00:46:25,chat,hi,गवाही देने पर जान से मारने की सीधी धमकी मिली है।,Critical,0,46
CHK-0050-05,VIC-0050,2026-08-03 00:46:25,chat,hi,"कल रात उन्होंने घर पर हमला करने की कोशिश की, जान को खतरा है।",Critical,1,62
CHK-0051-00,VIC-0051,2026-07-04 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,14
CHK-0051-01,VIC-0051,2026-07-10 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,14
CHK-0051-02,VIC-0051,2026-07-16 00:46:25,chat,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,1,12
CHK-0051-03,VIC-0051,2026-07-22 00:46:25,chat,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,1,16
CHK-0051-04,VIC-0051,2026-07-28 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,13
CHK-0051-05,VIC-0051,2026-08-03 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,7
CHK-0051-06,VIC-0051,2026-08-09 00:46:25,ivrs,hi,मुझे बहुत डर लग रहा है और सब तरफ से अकेलापन महसूस हो रहा है।,High,1,68
CHK-0051-07,VIC-0051,2026-08-15 00:46:25,ivrs,hi,मुझे बहुत डर लग रहा है और सब तरफ से अकेलापन महसूस हो रहा है।,High,0,94
CHK-0052-00,VIC-0052,2026-07-04 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,20
CHK-0052-01,VIC-0052,2026-07-10 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,25
CHK-0052-02,VIC-0052,2026-07-16 00:46:25,sms,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,21
CHK-0052-03,VIC-0052,2026-07-22 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,9
CHK-0052-04,VIC-0052,2026-07-28 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,11
CHK-0052-05,VIC-0052,2026-08-03 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,13
CHK-0052-06,VIC-0052,2026-08-09 00:46:25,ivrs,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,6
CHK-0052-07,VIC-0052,2026-08-15 00:46:25,sms,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,0,53
CHK-0052-08,VIC-0052,2026-08-21 00:46:25,web,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,0,46
CHK-0052-09,VIC-0052,2026-08-27 00:46:25,ivrs,hi,मुझे बहुत डर लग रहा है और सब तरफ से अकेलापन महसूस हो रहा है।,High,1,42
CHK-0053-00,VIC-0053,2026-07-04 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,20
CHK-0053-01,VIC-0053,2026-07-10 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,17
CHK-0053-02,VIC-0053,2026-07-16 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,5
CHK-0053-03,VIC-0053,2026-07-22 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,0,11
CHK-0053-04,VIC-0053,2026-07-28 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,0,13
CHK-0053-05,VIC-0053,2026-08-03 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,0,10
CHK-0054-00,VIC-0054,2026-07-04 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,25
CHK-0054-01,VIC-0054,2026-07-10 00:46:25,web,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,19
CHK-0054-02,VIC-0054,2026-07-16 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,8
CHK-0054-03,VIC-0054,2026-07-22 00:46:25,chat,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,1,24
CHK-0054-04,VIC-0054,2026-07-28 00:46:25,sms,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,25
CHK-0054-05,VIC-0054,2026-08-03 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,22
CHK-0054-06,VIC-0054,2026-08-09 00:46:25,ivrs,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,25
CHK-0054-07,VIC-0054,2026-08-15 00:46:25,sms,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,0,70
CHK-0054-08,VIC-0054,2026-08-21 00:46:25,ivrs,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,0,66
CHK-0054-09,VIC-0054,2026-08-27 00:46:25,chat,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,1,72
CHK-0055-00,VIC-0055,2026-07-04 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,1,10
CHK-0055-01,VIC-0055,2026-07-10 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,25
CHK-0055-02,VIC-0055,2026-07-16 00:46:25,sms,en,People in the neighborhood are avoiding talking to us.,Moderate,0,23
CHK-0055-03,VIC-0055,2026-07-22 00:46:25,sms,en,People in the neighborhood are avoiding talking to us.,Moderate,1,16
CHK-0055-04,VIC-0055,2026-07-28 00:46:25,sms,en,People in the neighborhood are avoiding talking to us.,Moderate,0,9
CHK-0055-05,VIC-0055,2026-08-03 00:46:25,chat,en,Direct death threat received today if we testify in court.,Critical,0,37
CHK-0055-06,VIC-0055,2026-08-09 00:46:25,web,en,Direct death threat received today if we testify in court.,Critical,0,86
CHK-0056-00,VIC-0056,2026-07-04 00:46:25,web,en,Family is safe and doing well this week.,Low,1,23
CHK-0056-01,VIC-0056,2026-07-10 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,15
CHK-0056-02,VIC-0056,2026-07-16 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,17
CHK-0056-03,VIC-0056,2026-07-22 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,14
CHK-0056-04,VIC-0056,2026-07-28 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,19
CHK-0056-05,VIC-0056,2026-08-03 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,6
CHK-0056-06,VIC-0056,2026-08-09 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,0,13
CHK-0056-07,VIC-0056,2026-08-15 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,16
CHK-0056-08,VIC-0056,2026-08-21 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,21
CHK-0057-00,VIC-0057,2026-07-04 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,21
CHK-0057-01,VIC-0057,2026-07-10 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,12
CHK-0057-02,VIC-0057,2026-07-16 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,21
CHK-0057-03,VIC-0057,2026-07-22 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,22
CHK-0057-04,VIC-0057,2026-07-28 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,15
CHK-0058-00,VIC-0058,2026-07-04 00:46:25,web,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,12
CHK-0058-01,VIC-0058,2026-07-10 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,16
CHK-0058-02,VIC-0058,2026-07-16 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,1,7
CHK-0058-03,VIC-0058,2026-07-22 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,16
